login_id,user_id,timestamp,login_hour,day_of_week,country,city,usual_country,usual_city,device_type,browser,ip_address,failed_attempts,mfa_used,mfa_type,mfa_failed_attempts,new_device,foreign_login,unusual_hour,impossible_travel,suspicious_ip,login_success,attack_type,is_suspicious,no_mfa,multiple_failed_attempts,high_failed_attempts,risky_new_device_no_mfa,risky_foreign_no_mfa,risky_unusual_hour,mfa_fatigue_risk
L001330,U0060,2026-07-08 20:46:00,20,Wednesday,India,Mumbai,India,Mumbai,Mobile,Safari,63.239.119.196,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001331,U0007,2026-07-17 15:57:00,15,Friday,Germany,Munich,Germany,Munich,Laptop,Chrome,219.246.242.246,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001332,U0003,2026-07-02 19:29:00,19,Thursday,United States,Edison,United States,Edison,Laptop,Edge,25.98.73.47,0,True,Authenticator App,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L001333,U0062,2026-07-27 10:57:00,10,Monday,United States,New York,United States,New York,Mobile,Chrome,88.38.202.169,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001334,U0145,2026-07-17 11:05:00,11,Friday,United States,Chicago,United States,Chicago,Desktop,Edge,176.39.124.205,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001335,U0171,2026-07-27 19:44:00,19,Monday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,18.52.74.46,0,False,Unknown,0,False,False,False,False,False,False,Normal,0,True,False,False,False,False,False,False
L001336,U0068,2026-07-07 13:47:00,13,Tuesday,India,Bangalore,India,Bangalore,Tablet,Firefox,90.171.12.245,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001337,U0170,2026-07-01 19:32:00,19,Wednesday,United States,Boston,United States,Boston,Laptop,Chrome,144.50.140.216,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001338,U0075,2026-07-30 18:44:00,18,Thursday,Germany,Berlin,Germany,Berlin,Laptop,Chrome,40.20.143.64,2,True,Authenticator App,6,False,False,False,False,False,False,MFA Fatigue,1,False,False,False,False,False,False,True
L001339,U0226,2026-07-22 07:38:00,7,Wednesday,United States,Boston,United States,Boston,Laptop,Safari,218.233.228.113,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001340,U0248,2026-07-10 11:02:00,11,Friday,United States,San Francisco,United States,San Francisco,Desktop,Firefox,193.122.70.147,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001341,U0236,2026-07-26 11:43:00,11,Sunday,United States,Chicago,United States,Chicago,Mobile,Chrome,191.79.93.248,6,True,Authenticator App,0,False,False,False,False,False,False,Brute Force,1,False,True,True,False,False,False,False
L001342,U0004,2026-07-23 04:19:00,4,Thursday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,148.96.49.83,0,True,Authenticator App,0,False,False,True,False,False,True,Normal,0,False,False,False,False,False,False,False
L001343,U0239,2026-07-02 19:43:00,19,Thursday,United States,New York,United States,New York,Desktop,Safari,59.195.5.234,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001344,U0155,2026-07-04 20:38:00,20,Saturday,United States,Chicago,United States,Chicago,Desktop,Chrome,135.101.34.19,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001345,U0140,2026-07-28 11:19:00,11,Tuesday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,195.132.220.248,2,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001346,U0091,2026-07-24 16:40:00,16,Friday,United States,Chicago,United States,Chicago,Laptop,Chrome,101.200.137.153,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001347,U0138,2026-07-04 02:57:00,2,Saturday,United States,Edison,United States,Edison,Laptop,Firefox,80.253.128.241,1,False,Unknown,0,False,False,True,False,False,True,Unusual Hour Login,1,True,False,False,False,False,True,False
L001348,U0118,2026-07-05 11:05:00,11,Sunday,India,Bangalore,United States,New York,Laptop,Safari,199.119.93.107,4,True,SMS,0,False,True,False,True,False,False,Impossible Travel,1,False,True,False,False,False,False,False
L001349,U0167,2026-07-01 07:51:00,7,Wednesday,United States,San Francisco,United States,San Francisco,Mobile,Firefox,167.226.96.29,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001350,U0196,2026-07-08 20:39:00,20,Wednesday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Laptop,Safari,159.120.56.33,0,True,Email Code,0,True,False,False,False,False,True,New Device Login,1,False,False,False,False,False,False,False
L001351,U0003,2026-07-12 07:14:00,7,Sunday,United States,Edison,United States,Edison,Laptop,Edge,37.90.254.112,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001352,U0048,2026-07-13 15:55:00,15,Monday,United States,San Francisco,United States,San Francisco,Mobile,Chrome,40.122.15.224,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001353,U0235,2026-07-01 15:51:00,15,Wednesday,United States,Boston,United States,Boston,Desktop,Edge,101.102.18.229,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001354,U0063,2026-07-27 08:43:00,8,Monday,United Kingdom,London,United Kingdom,London,Laptop,Firefox,206.171.159.3,0,True,Email Code,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L001355,U0215,2026-07-01 08:28:00,8,Wednesday,United States,Edison,United States,Edison,Laptop,Chrome,183.244.78.104,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001356,U0236,2026-07-22 10:58:00,10,Wednesday,Germany,Berlin,United States,Chicago,Mobile,Chrome,109.208.126.179,0,True,SMS,0,False,True,False,False,False,True,Foreign Login,1,False,False,False,False,False,False,False
L001357,U0081,2026-07-02 11:21:00,11,Thursday,United States,New York,United States,New York,Laptop,Firefox,36.113.166.129,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001358,U0194,2026-07-24 12:29:00,12,Friday,United States,San Francisco,United States,San Francisco,Mobile,Safari,216.32.62.44,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001359,U0006,2026-07-06 07:37:00,7,Monday,Germany,Berlin,Germany,Berlin,Laptop,Safari,50.249.4.62,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001360,U0248,2026-07-07 12:36:00,12,Tuesday,United States,San Francisco,United States,San Francisco,Desktop,Firefox,141.88.7.162,0,False,Unknown,0,False,False,False,False,False,False,Normal,0,True,False,False,False,False,False,False
L001361,U0184,2026-07-02 14:43:00,14,Thursday,United States,Boston,United States,Boston,Laptop,Safari,79.60.251.252,2,False,Unknown,0,False,False,False,False,False,True,No MFA Login,1,True,False,False,False,False,False,False
L001362,U0076,2026-07-24 15:07:00,15,Friday,Canada,Vancouver,Canada,Vancouver,Laptop,Chrome,216.131.172.49,1,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001363,U0174,2026-07-24 10:49:00,10,Friday,Germany,Berlin,Germany,Berlin,Laptop,Chrome,83.73.81.135,10,False,Unknown,0,False,False,False,False,False,False,Brute Force,1,True,True,True,False,False,False,False
L001364,U0176,2026-07-26 13:53:00,13,Sunday,United States,Chicago,United States,Chicago,Laptop,Chrome,176.181.104.169,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001365,U0234,2026-07-11 05:23:00,5,Saturday,United States,Boston,United States,Boston,Mobile,Chrome,47.210.122.72,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001366,U0163,2026-07-09 08:14:00,8,Thursday,United States,Edison,United States,Edison,Mobile,Chrome,150.41.226.227,2,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001367,U0072,2026-07-26 10:04:00,10,Sunday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Laptop,Chrome,212.169.11.89,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001368,U0191,2026-07-06 19:34:00,19,Monday,United Kingdom,London,United Kingdom,London,Laptop,Edge,179.252.135.136,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001369,U0035,2026-07-30 08:08:00,8,Thursday,Brazil,São Paulo,Brazil,São Paulo,Mobile,Chrome,43.42.30.140,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001370,U0114,2026-07-04 17:08:00,17,Saturday,United Kingdom,Manchester,United Kingdom,Manchester,Desktop,Edge,81.133.50.227,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001371,U0160,2026-07-05 15:43:00,15,Sunday,United States,New York,United States,New York,Laptop,Chrome,118.101.9.143,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001372,U0114,2026-07-21 10:48:00,10,Tuesday,United Kingdom,Manchester,United Kingdom,Manchester,Desktop,Edge,85.71.30.91,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001373,U0202,2026-07-15 12:22:00,12,Wednesday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,116.206.21.130,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001374,U0183,2026-07-19 13:00:00,13,Sunday,United States,New York,United States,New York,Laptop,Chrome,131.106.107.5,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001375,U0181,2026-07-09 08:42:00,8,Thursday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,71.126.31.89,4,False,Unknown,0,True,False,False,False,False,False,New Device Login,1,True,True,False,True,False,False,False
L001376,U0226,2026-07-02 07:13:00,7,Thursday,United States,Boston,United States,Boston,Laptop,Safari,21.228.62.81,0,True,Authenticator App,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L001377,U0093,2026-07-14 08:30:00,8,Tuesday,United States,San Francisco,United States,San Francisco,Laptop,Safari,130.195.246.103,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001378,U0016,2026-07-29 14:32:00,14,Wednesday,Canada,Toronto,Canada,Toronto,Mobile,Edge,81.36.153.113,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001379,U0040,2026-07-17 12:14:00,12,Friday,United States,Edison,United States,Edison,Laptop,Chrome,86.231.187.33,0,True,Email Code,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L001380,U0056,2026-07-23 03:04:00,3,Thursday,United States,New York,United States,New York,Laptop,Chrome,184.114.241.65,1,False,Unknown,0,False,False,True,False,False,True,Normal,0,True,False,False,False,False,True,False
L001381,U0162,2026-07-04 19:36:00,19,Saturday,India,Delhi,India,Delhi,Laptop,Chrome,184.244.130.32,0,True,SMS,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L001382,U0046,2026-07-14 08:29:00,8,Tuesday,United States,Edison,United States,Edison,Laptop,Edge,37.129.216.78,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001383,U0043,2026-07-25 22:58:00,22,Saturday,United States,New York,United States,New York,Laptop,Safari,71.176.149.109,6,False,Unknown,0,False,False,False,False,False,True,Brute Force,1,True,True,True,False,False,False,False
L001384,U0126,2026-07-16 18:06:00,18,Thursday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Firefox,181.151.13.251,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001385,U0088,2026-07-16 09:54:00,9,Thursday,Germany,Berlin,United States,Chicago,Mobile,Chrome,12.209.194.50,5,True,SMS,0,False,True,False,True,False,True,Impossible Travel,1,False,True,True,False,False,False,False
L001386,U0083,2026-07-25 10:14:00,10,Saturday,United States,Boston,United States,Boston,Laptop,Chrome,168.65.194.118,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001387,U0122,2026-07-17 18:52:00,18,Friday,United States,Chicago,United States,Chicago,Mobile,Chrome,79.255.81.153,0,True,Email Code,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L001388,U0125,2026-07-03 01:44:00,1,Friday,United States,San Francisco,United States,San Francisco,Laptop,Edge,140.26.213.177,6,True,Authenticator App,0,False,False,True,False,True,False,Credential Stuffing,1,False,True,True,False,False,False,False
L001389,U0095,2026-07-08 07:30:00,7,Wednesday,United States,Chicago,United States,Chicago,Laptop,Firefox,10.42.145.4,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001390,U0167,2026-07-07 14:33:00,14,Tuesday,United States,San Francisco,United States,San Francisco,Mobile,Firefox,41.255.21.226,2,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001391,U0219,2026-07-02 04:08:00,4,Thursday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,166.133.142.13,1,True,SMS,0,False,False,True,False,False,False,Normal,0,False,False,False,False,False,False,False
L001392,U0217,2026-07-31 17:14:00,17,Friday,Brazil,São Paulo,United States,Edison,Laptop,Chrome,177.212.235.82,5,False,Unknown,0,False,True,False,True,False,False,Impossible Travel,1,True,True,True,False,True,False,False
L001393,U0153,2026-07-23 06:33:00,6,Thursday,United Kingdom,London,United Kingdom,London,Mobile,Firefox,131.81.116.9,4,True,Authenticator App,0,True,False,False,False,False,False,New Device Login,1,False,True,False,False,False,False,False
L001394,U0196,2026-07-09 08:13:00,8,Thursday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Desktop,Chrome,167.126.135.210,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001395,U0036,2026-07-15 11:56:00,11,Wednesday,United States,San Francisco,United States,San Francisco,Mobile,Safari,92.79.166.88,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001396,U0011,2026-07-14 09:45:00,9,Tuesday,United Kingdom,Manchester,United Kingdom,Manchester,Desktop,Chrome,140.10.211.143,4,False,Unknown,0,False,False,False,False,False,True,No MFA Login,1,True,True,False,False,False,False,False
L001397,U0219,2026-07-27 13:51:00,13,Monday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,41.68.194.143,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001398,U0208,2026-07-15 11:44:00,11,Wednesday,United States,New York,United States,New York,Tablet,Chrome,188.155.24.213,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001399,U0240,2026-07-23 12:07:00,12,Thursday,United States,Boston,United States,Boston,Desktop,Chrome,22.75.2.140,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001400,U0097,2026-07-20 14:30:00,14,Monday,Canada,Toronto,India,Bangalore,Laptop,Chrome,105.177.2.237,4,True,SMS,0,False,True,False,False,False,False,Foreign Login,1,False,True,False,False,False,False,False
L001401,U0053,2026-07-14 05:32:00,5,Tuesday,Canada,Vancouver,Canada,Vancouver,Laptop,Edge,112.249.106.14,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001402,U0209,2026-07-01 18:16:00,18,Wednesday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Mobile,Safari,116.251.176.201,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001403,U0073,2026-07-11 09:08:00,9,Saturday,United States,New York,United States,New York,Desktop,Safari,195.99.249.210,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001404,U0084,2026-07-11 12:03:00,12,Saturday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Laptop,Edge,67.19.8.233,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001405,U0204,2026-07-07 09:11:00,9,Tuesday,United States,San Francisco,United States,San Francisco,Mobile,Edge,31.171.207.170,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001406,U0201,2026-07-18 12:28:00,12,Saturday,United Kingdom,London,United Kingdom,London,Laptop,Firefox,20.224.231.156,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001407,U0215,2026-07-18 22:40:00,22,Saturday,United States,Edison,United States,Edison,Laptop,Chrome,66.71.54.89,1,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001408,U0074,2026-07-31 11:06:00,11,Friday,Canada,Toronto,Germany,Munich,Laptop,Chrome,208.214.246.11,5,False,Unknown,0,False,True,False,True,False,False,Impossible Travel,1,True,True,True,False,True,False,False
L001409,U0052,2026-07-07 12:48:00,12,Tuesday,United States,Boston,United States,Boston,Laptop,Chrome,158.83.22.188,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001410,U0193,2026-07-05 07:53:00,7,Sunday,Brazil,São Paulo,United States,San Francisco,Laptop,Chrome,187.202.2.198,4,True,Email Code,0,False,True,False,False,False,False,Foreign Login,1,False,True,False,False,False,False,False
L001411,U0017,2026-07-21 11:53:00,11,Tuesday,United States,Boston,United States,Boston,Desktop,Safari,58.148.157.30,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001412,U0099,2026-07-16 09:36:00,9,Thursday,United States,Boston,United States,Boston,Desktop,Safari,190.11.238.252,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001413,U0073,2026-07-10 10:29:00,10,Friday,United States,New York,United States,New York,Desktop,Safari,127.20.153.102,0,True,Authenticator App,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L001414,U0227,2026-07-15 08:05:00,8,Wednesday,United States,Boston,United States,Boston,Laptop,Safari,86.6.7.210,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001415,U0229,2026-07-14 20:45:00,20,Tuesday,Canada,Vancouver,United States,San Francisco,Laptop,Chrome,202.80.225.29,1,True,Authenticator App,0,False,True,False,False,False,True,Foreign Login,1,False,False,False,False,False,False,False
L001416,U0128,2026-07-24 18:45:00,18,Friday,United States,Boston,United States,Boston,Laptop,Edge,47.145.105.104,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001417,U0075,2026-07-31 19:31:00,19,Friday,Germany,Berlin,Germany,Berlin,Laptop,Chrome,133.150.127.135,5,False,Unknown,0,False,False,False,False,False,False,Brute Force,1,True,True,True,False,False,False,False
L001418,U0054,2026-07-13 13:10:00,13,Monday,United States,Chicago,United States,Chicago,Laptop,Safari,14.110.137.72,3,False,Unknown,0,False,False,False,False,True,False,Credential Stuffing,1,True,True,False,False,False,False,False
L001419,U0080,2026-07-22 18:40:00,18,Wednesday,Canada,Toronto,Canada,Toronto,Laptop,Safari,112.118.2.96,1,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001420,U0174,2026-07-18 16:34:00,16,Saturday,Germany,Berlin,Germany,Berlin,Laptop,Chrome,102.90.75.210,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001421,U0009,2026-07-28 21:34:00,21,Tuesday,United States,Chicago,United States,Chicago,Desktop,Chrome,108.118.167.48,1,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001422,U0033,2026-07-03 16:33:00,16,Friday,United States,Chicago,United States,Chicago,Desktop,Firefox,110.113.160.61,3,True,Authenticator App,0,True,False,False,False,False,True,New Device Login,1,False,True,False,False,False,False,False
L001423,U0189,2026-07-08 10:28:00,10,Wednesday,United States,San Francisco,United States,San Francisco,Mobile,Safari,95.27.173.23,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001424,U0218,2026-07-20 15:29:00,15,Monday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,118.15.226.32,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001425,U0007,2026-07-24 09:38:00,9,Friday,Germany,Munich,Germany,Munich,Laptop,Chrome,165.80.193.9,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001426,U0103,2026-07-28 12:18:00,12,Tuesday,United States,New York,United States,New York,Laptop,Firefox,127.24.113.85,5,True,SMS,0,False,False,False,False,False,True,Brute Force,1,False,True,True,False,False,False,False
L001427,U0105,2026-07-13 12:47:00,12,Monday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,62.208.41.10,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001428,U0164,2026-07-07 11:18:00,11,Tuesday,Canada,Toronto,United States,Edison,Laptop,Chrome,176.177.62.72,4,True,Email Code,0,False,True,False,True,False,False,Impossible Travel,1,False,True,False,False,False,False,False
L001429,U0126,2026-07-13 15:05:00,15,Monday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Firefox,23.83.55.50,7,False,Unknown,0,True,False,False,False,False,True,Brute Force,1,True,True,True,True,False,False,False
L001430,U0045,2026-07-13 12:43:00,12,Monday,Germany,Berlin,Germany,Berlin,Tablet,Chrome,189.110.227.68,1,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001431,U0132,2026-07-10 16:36:00,16,Friday,Germany,Berlin,United States,Boston,Laptop,Chrome,198.157.203.179,5,True,SMS,0,False,True,False,True,False,True,Impossible Travel,1,False,True,True,False,False,False,False
L001432,U0109,2026-07-26 12:25:00,12,Sunday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Desktop,Chrome,155.24.21.133,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001433,U0067,2026-07-10 22:43:00,22,Friday,United States,Chicago,United States,Chicago,Laptop,Edge,41.236.42.253,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001434,U0229,2026-07-19 11:29:00,11,Sunday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,40.143.91.109,2,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001435,U0182,2026-07-04 20:00:00,20,Saturday,Germany,Berlin,Germany,Berlin,Laptop,Chrome,217.230.224.215,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001436,U0115,2026-07-31 23:46:00,23,Friday,India,Mumbai,India,Mumbai,Tablet,Chrome,201.33.224.95,10,False,Unknown,0,True,False,False,False,False,True,Brute Force,1,True,True,True,True,False,False,False
L001437,U0077,2026-07-29 15:57:00,15,Wednesday,United States,Chicago,United States,Chicago,Tablet,Edge,54.82.57.213,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001438,U0211,2026-07-12 08:28:00,8,Sunday,Canada,Toronto,Canada,Toronto,Desktop,Firefox,117.176.38.45,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001439,U0124,2026-07-09 12:22:00,12,Thursday,Germany,Munich,Germany,Munich,Laptop,Firefox,188.121.144.61,7,False,Unknown,0,True,False,False,False,False,False,Brute Force,1,True,True,True,True,False,False,False
L001440,U0088,2026-07-07 07:10:00,7,Tuesday,United States,Chicago,United States,Chicago,Mobile,Chrome,152.72.252.82,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001441,U0051,2026-07-20 19:32:00,19,Monday,United Kingdom,London,United Kingdom,London,Tablet,Firefox,168.170.43.8,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001442,U0048,2026-07-11 08:32:00,8,Saturday,United States,San Francisco,United States,San Francisco,Mobile,Chrome,82.124.229.113,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001443,U0159,2026-07-01 23:53:00,23,Wednesday,India,Bangalore,India,Bangalore,Mobile,Chrome,36.97.68.198,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001444,U0180,2026-07-06 16:07:00,16,Monday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,52.169.194.231,10,False,Unknown,0,True,False,False,False,False,False,Brute Force,1,True,True,True,True,False,False,False
L001445,U0075,2026-07-31 09:48:00,9,Friday,Germany,Berlin,Germany,Berlin,Laptop,Chrome,134.129.232.90,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001446,U0038,2026-07-03 09:34:00,9,Friday,United States,New York,United States,New York,Mobile,Chrome,182.225.247.86,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001447,U0223,2026-07-31 12:33:00,12,Friday,India,Delhi,India,Delhi,Desktop,Firefox,103.46.187.245,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001448,U0097,2026-07-15 22:45:00,22,Wednesday,India,Bangalore,India,Bangalore,Laptop,Chrome,50.209.90.11,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001449,U0078,2026-07-12 20:03:00,20,Sunday,United States,Boston,United States,Boston,Laptop,Chrome,104.178.199.187,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001450,U0107,2026-07-22 10:55:00,10,Wednesday,United States,Boston,United States,Boston,Laptop,Safari,113.61.231.30,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001451,U0228,2026-07-17 08:15:00,8,Friday,United States,Chicago,United States,Chicago,Laptop,Chrome,94.78.23.169,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001452,U0246,2026-07-02 05:10:00,5,Thursday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,166.108.22.175,1,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001453,U0010,2026-07-01 17:47:00,17,Wednesday,United States,New York,United States,New York,Desktop,Chrome,191.254.189.167,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001454,U0193,2026-07-01 07:15:00,7,Wednesday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,221.15.234.102,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001455,U0014,2026-07-14 12:36:00,12,Tuesday,United States,San Francisco,United States,San Francisco,Mobile,Edge,101.192.186.223,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L001456,U0145,2026-07-21 08:03:00,8,Tuesday,United States,Chicago,United States,Chicago,Desktop,Edge,99.198.179.95,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L001457,U0047,2026-07-21 08:28:00,8,Tuesday,United States,San Francisco,United States,San Francisco,Laptop,Firefox,117.207.84.218,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
