login_id,user_id,timestamp,login_hour,day_of_week,country,city,device_type,browser,ip_address,failed_attempts,mfa_used,mfa_type,new_device,foreign_login,unusual_hour,impossible_travel,suspicious_ip,login_success,attack_type,is_suspicious
L000173,U042,2026-07-22 22:20:00,22,Wednesday,United States,Chicago,Laptop,Edge,49.39.20.37,1,False,None,False,False,False,False,False,False,Normal,0
L000174,U021,2026-07-10 00:48:00,0,Friday,Germany,Berlin,Tablet,Firefox,144.185.228.110,1,False,None,False,False,True,False,False,False,Normal,0
L000175,U088,2026-07-31 07:07:00,7,Friday,Canada,Vancouver,Desktop,Firefox,216.155.98.12,1,True,SMS,False,False,False,False,False,False,Normal,0
L000176,U061,2026-07-26 22:36:00,22,Sunday,India,Mumbai,Laptop,Edge,213.40.173.12,0,False,None,False,False,False,False,False,True,Normal,0
L000177,U015,2026-07-28 05:33:00,5,Tuesday,United States,Edison,Tablet,Firefox,51.144.62.58,3,False,None,False,False,False,False,False,True,Normal,0
L000178,U097,2026-07-07 10:23:00,10,Tuesday,United Kingdom,London,Desktop,Firefox,203.20.38.166,0,False,None,False,False,False,False,False,True,Normal,0
L000179,U086,2026-07-03 22:06:00,22,Friday,United Kingdom,London,Mobile,Firefox,212.102.105.219,0,True,SMS,False,False,False,False,False,True,Normal,0
L000180,U069,2026-07-17 15:58:00,15,Friday,Germany,Berlin,Tablet,Chrome,206.110.143.131,0,False,None,True,False,False,True,False,True,Impossible Travel,1
L000181,U078,2026-07-21 10:19:00,10,Tuesday,United Kingdom,Manchester,Tablet,Edge,215.131.25.164,2,True,None,True,False,False,False,False,False,Normal,0
L000182,U009,2026-07-05 19:02:00,19,Sunday,Germany,Berlin,Mobile,Edge,215.86.250.101,0,False,None,False,False,False,False,False,True,Normal,0
L000183,U002,2026-07-20 03:11:00,3,Monday,Brazil,Rio de Janeiro,Mobile,Edge,53.111.253.2,0,False,None,True,True,True,False,False,True,New Device Login,1
L000184,U099,2026-07-15 22:04:00,22,Wednesday,India,Delhi,Laptop,Firefox,219.184.170.213,2,False,None,False,True,False,False,False,True,Normal,0
L000185,U058,2026-07-07 06:33:00,6,Tuesday,United States,San Francisco,Tablet,Edge,99.138.52.143,4,True,None,False,True,False,False,False,True,Foreign Login,1
L000186,U026,2026-07-11 10:36:00,10,Saturday,India,Mumbai,Tablet,Firefox,94.96.61.190,0,False,None,False,False,False,False,False,False,Normal,0
L000187,U010,2026-07-10 01:22:00,1,Friday,Canada,Vancouver,Desktop,Safari,219.211.200.249,2,False,None,False,False,True,False,False,True,Normal,0
L000188,U020,2026-07-02 05:19:00,5,Thursday,India,Bangalore,Desktop,Firefox,37.39.217.69,0,True,SMS,False,False,False,False,True,True,Suspicious IP Login,1
L000189,U079,2026-07-17 09:46:00,9,Friday,United States,New York,Desktop,Edge,59.168.78.109,0,True,None,True,False,False,True,False,False,Impossible Travel,1
L000190,U034,2026-07-27 16:06:00,16,Monday,Canada,Toronto,Laptop,Safari,34.2.251.147,0,False,None,False,False,False,True,False,True,Impossible Travel,1
L000191,U091,2026-07-30 10:42:00,10,Thursday,India,Mumbai,Desktop,Chrome,107.171.162.79,0,True,Email Code,False,False,False,False,False,True,Normal,0
L000192,U033,2026-07-26 05:57:00,5,Sunday,Canada,Toronto,Tablet,Chrome,43.61.127.114,1,False,None,False,False,False,False,False,True,Normal,0
L000193,U032,2026-07-22 13:20:00,13,Wednesday,India,Delhi,Tablet,Safari,124.65.230.170,3,True,SMS,False,False,False,False,False,True,Normal,0
L000194,U062,2026-07-13 18:08:00,18,Monday,United Kingdom,London,Mobile,Safari,190.211.39.69,2,True,Email Code,False,False,False,False,True,False,Suspicious IP Login,1
L000195,U039,2026-07-24 06:06:00,6,Friday,Germany,Munich,Tablet,Edge,205.146.92.184,0,True,None,False,False,False,False,False,True,Normal,0
L000196,U082,2026-07-03 11:29:00,11,Friday,United States,Chicago,Tablet,Safari,218.87.171.182,3,False,None,False,False,False,False,False,True,Normal,0
L000197,U095,2026-07-08 12:00:00,12,Wednesday,United Kingdom,London,Tablet,Firefox,65.115.33.214,2,False,None,False,False,False,False,True,True,Suspicious IP Login,1
L000198,U019,2026-07-22 08:56:00,8,Wednesday,United Kingdom,London,Mobile,Chrome,157.134.88.202,0,True,SMS,False,True,False,False,False,True,Normal,0
L000199,U090,2026-07-06 14:13:00,14,Monday,Germany,Munich,Mobile,Firefox,209.189.85.147,0,True,Authenticator App,True,True,False,False,False,True,Normal,0
L000200,U034,2026-07-11 08:46:00,8,Saturday,India,Bangalore,Tablet,Firefox,219.185.208.153,0,False,None,False,False,False,False,False,True,Normal,0
L000201,U030,2026-07-06 09:58:00,9,Monday,United States,Edison,Laptop,Safari,190.49.231.125,5,False,None,False,False,False,False,False,True,Brute Force,1
L000202,U009,2026-07-21 16:14:00,16,Tuesday,Brazil,Rio de Janeiro,Tablet,Safari,82.14.9.201,2,False,None,False,False,False,False,False,True,Normal,0
L000203,U079,2026-07-08 18:59:00,18,Wednesday,Brazil,São Paulo,Desktop,Safari,192.143.245.105,3,False,None,False,True,False,False,True,True,Suspicious IP Login,1
L000204,U026,2026-07-10 01:21:00,1,Friday,United States,Edison,Desktop,Edge,66.9.97.33,0,False,None,False,False,True,True,False,True,Impossible Travel,1
L000205,U084,2026-07-12 08:22:00,8,Sunday,Germany,Munich,Laptop,Edge,20.162.225.80,1,False,None,True,False,False,False,False,True,New Device Login,1
L000206,U080,2026-07-31 18:39:00,18,Friday,Brazil,São Paulo,Mobile,Safari,125.147.60.141,0,True,SMS,False,False,False,False,False,False,Normal,0
L000207,U013,2026-07-10 01:01:00,1,Friday,Brazil,Rio de Janeiro,Tablet,Firefox,103.243.198.66,4,False,None,True,False,True,False,False,True,New Device Login,1
L000208,U032,2026-07-17 16:56:00,16,Friday,Canada,Vancouver,Tablet,Safari,139.160.100.180,0,True,Email Code,False,False,False,False,False,True,Normal,0
L000209,U060,2026-07-21 09:24:00,9,Tuesday,India,Bangalore,Desktop,Firefox,216.152.124.159,1,False,None,False,False,False,False,True,True,Suspicious IP Login,1
L000210,U069,2026-07-22 05:45:00,5,Wednesday,Canada,Toronto,Tablet,Firefox,36.159.42.59,0,True,Email Code,False,False,False,False,False,True,Normal,0
L000211,U076,2026-07-06 06:10:00,6,Monday,Canada,Toronto,Desktop,Chrome,105.47.141.81,1,False,None,False,False,False,False,False,True,Normal,0
L000212,U095,2026-07-01 21:35:00,21,Wednesday,United Kingdom,Manchester,Tablet,Safari,46.216.82.6,1,False,None,True,False,False,False,False,True,New Device Login,1
L000213,U093,2026-07-12 22:00:00,22,Sunday,United Kingdom,Manchester,Tablet,Chrome,63.244.37.204,1,False,None,False,True,False,False,False,True,Normal,0
L000214,U056,2026-07-30 07:10:00,7,Thursday,Germany,Munich,Desktop,Edge,32.80.120.101,0,False,None,True,True,False,False,True,True,Suspicious IP Login,1
L000215,U045,2026-07-13 06:04:00,6,Monday,Brazil,São Paulo,Laptop,Safari,26.146.241.178,0,True,Email Code,False,False,False,False,False,True,Normal,0
L000216,U015,2026-07-04 02:16:00,2,Saturday,United Kingdom,Manchester,Mobile,Safari,67.57.208.206,0,True,Email Code,False,False,True,False,False,True,Normal,0
L000217,U002,2026-07-14 19:33:00,19,Tuesday,Germany,Munich,Mobile,Edge,210.204.11.49,0,True,SMS,False,False,False,False,False,True,Normal,0
L000218,U041,2026-07-09 00:36:00,0,Thursday,United Kingdom,London,Tablet,Edge,26.77.34.116,3,True,SMS,True,False,True,False,False,True,Normal,0
L000219,U025,2026-07-21 17:21:00,17,Tuesday,Canada,Toronto,Desktop,Firefox,21.52.35.168,0,False,None,True,False,False,False,False,False,New Device Login,1
L000220,U082,2026-07-12 20:49:00,20,Sunday,United States,New York,Tablet,Chrome,85.187.30.98,1,True,Email Code,False,False,False,False,False,False,Normal,0
L000221,U096,2026-07-14 22:48:00,22,Tuesday,India,Delhi,Desktop,Edge,59.149.17.144,0,False,None,False,False,False,False,False,True,Normal,0
L000222,U004,2026-07-14 03:01:00,3,Tuesday,Brazil,Rio de Janeiro,Desktop,Chrome,191.169.53.121,1,True,Authenticator App,True,False,True,False,False,False,Normal,0
L000223,U084,2026-07-05 17:55:00,17,Sunday,Canada,Toronto,Desktop,Safari,12.192.231.142,0,True,None,False,False,False,False,False,True,Normal,0
L000224,U001,2026-07-14 06:39:00,6,Tuesday,India,Bangalore,Laptop,Safari,64.102.181.40,4,True,None,False,False,False,False,False,True,Normal,0
L000225,U017,2026-07-03 22:30:00,22,Friday,United States,Chicago,Desktop,Chrome,213.90.54.193,1,True,Email Code,True,False,False,False,False,True,Normal,0
L000226,U029,2026-07-30 22:34:00,22,Thursday,United Kingdom,London,Desktop,Edge,149.82.232.107,5,False,None,True,False,False,True,False,True,Brute Force,1
L000227,U042,2026-07-14 15:25:00,15,Tuesday,India,Bangalore,Desktop,Firefox,219.54.96.124,0,False,None,False,False,False,True,False,True,Impossible Travel,1
L000228,U018,2026-07-02 04:54:00,4,Thursday,United States,Chicago,Mobile,Chrome,34.162.131.170,6,True,Email Code,False,True,True,False,True,True,Brute Force,1
L000229,U099,2026-07-10 18:23:00,18,Friday,India,Bangalore,Tablet,Edge,13.57.146.175,0,True,Authenticator App,False,True,False,False,False,True,Normal,0
L000230,U053,2026-07-07 11:14:00,11,Tuesday,Germany,Munich,Laptop,Chrome,120.245.184.210,0,False,None,False,False,False,False,False,True,Normal,0
L000231,U038,2026-07-26 09:19:00,9,Sunday,Brazil,Rio de Janeiro,Mobile,Edge,171.174.63.52,7,True,SMS,False,False,False,False,False,False,Brute Force,1
L000232,U075,2026-07-28 17:06:00,17,Tuesday,India,Mumbai,Laptop,Safari,41.61.172.218,1,False,None,False,False,False,False,True,True,Suspicious IP Login,1
L000233,U097,2026-07-31 04:02:00,4,Friday,Brazil,Rio de Janeiro,Desktop,Safari,192.211.247.99,0,False,None,False,False,True,False,False,True,Normal,0
L000234,U072,2026-07-25 03:09:00,3,Saturday,India,Bangalore,Tablet,Chrome,19.219.15.186,1,False,None,False,False,True,False,False,True,Normal,0
L000235,U055,2026-07-20 11:57:00,11,Monday,India,Bangalore,Laptop,Firefox,211.152.144.221,1,False,None,False,False,False,False,False,False,Normal,0
L000236,U071,2026-07-17 07:19:00,7,Friday,Germany,Munich,Tablet,Chrome,114.245.231.245,0,False,None,False,False,False,False,False,True,Normal,0
L000237,U017,2026-07-29 21:01:00,21,Wednesday,Brazil,Rio de Janeiro,Tablet,Safari,56.75.41.101,0,False,None,False,False,False,False,False,True,Normal,0
L000238,U030,2026-07-03 17:54:00,17,Friday,Canada,Toronto,Desktop,Edge,43.4.3.82,5,False,None,True,False,False,False,False,True,Brute Force,1
L000239,U062,2026-07-15 16:00:00,16,Wednesday,Brazil,Rio de Janeiro,Tablet,Edge,66.184.99.185,0,True,None,False,False,False,False,True,True,Suspicious IP Login,1
L000240,U100,2026-07-22 19:10:00,19,Wednesday,United Kingdom,London,Tablet,Safari,94.84.237.149,1,True,SMS,False,False,False,False,False,True,Normal,0
L000241,U078,2026-07-01 02:51:00,2,Wednesday,United States,Edison,Tablet,Firefox,51.127.195.112,0,True,Authenticator App,False,False,True,False,False,True,Normal,0
L000242,U021,2026-07-12 14:46:00,14,Sunday,United States,San Francisco,Mobile,Safari,112.115.187.15,0,True,None,False,False,False,False,False,False,Normal,0
L000243,U007,2026-07-12 12:36:00,12,Sunday,Brazil,São Paulo,Laptop,Edge,149.45.159.174,0,True,SMS,False,True,False,False,False,True,Normal,0
L000244,U021,2026-07-25 14:48:00,14,Saturday,Brazil,Rio de Janeiro,Tablet,Safari,144.69.200.27,5,True,None,False,True,False,False,False,True,Brute Force,1
L000245,U027,2026-07-18 10:41:00,10,Saturday,Brazil,Rio de Janeiro,Mobile,Edge,127.129.236.78,0,False,None,False,False,False,False,False,False,Normal,0
L000246,U094,2026-07-15 23:11:00,23,Wednesday,Germany,Munich,Mobile,Chrome,26.242.91.35,1,True,Authenticator App,False,False,False,False,False,True,Normal,0
L000247,U048,2026-07-15 18:11:00,18,Wednesday,United Kingdom,London,Mobile,Firefox,50.185.109.208,1,True,None,False,False,False,False,True,False,Suspicious IP Login,1
L000248,U050,2026-07-07 04:43:00,4,Tuesday,United Kingdom,London,Tablet,Safari,102.233.173.43,0,True,Authenticator App,False,False,True,False,False,True,Normal,0
L000249,U029,2026-07-02 23:45:00,23,Thursday,United Kingdom,Manchester,Tablet,Edge,80.148.29.215,0,False,None,False,False,False,False,False,True,Normal,0
L000250,U036,2026-07-21 02:02:00,2,Tuesday,India,Delhi,Desktop,Firefox,211.45.179.188,7,True,Email Code,False,False,True,False,False,True,Brute Force,1
L000251,U085,2026-07-23 09:37:00,9,Thursday,United States,Edison,Laptop,Safari,100.2.183.120,0,True,Authenticator App,False,False,False,False,False,True,Normal,0
L000252,U029,2026-07-13 00:57:00,0,Monday,Canada,Vancouver,Tablet,Chrome,17.234.137.52,1,False,None,True,False,True,False,False,True,New Device Login,1
L000253,U054,2026-07-03 20:00:00,20,Friday,United Kingdom,Manchester,Desktop,Safari,122.15.148.161,1,True,None,False,False,False,False,True,True,Suspicious IP Login,1
L000254,U017,2026-07-05 06:07:00,6,Sunday,India,Delhi,Tablet,Chrome,74.108.38.106,1,True,SMS,False,False,False,False,False,True,Normal,0
L000255,U040,2026-07-18 03:10:00,3,Saturday,United States,San Francisco,Mobile,Firefox,14.212.55.31,0,True,SMS,False,True,True,False,False,True,Normal,0
L000256,U024,2026-07-31 19:09:00,19,Friday,Germany,Munich,Mobile,Safari,121.2.64.247,4,False,None,False,False,False,False,False,False,Normal,0
L000257,U042,2026-07-17 11:57:00,11,Friday,Germany,Munich,Tablet,Chrome,130.145.247.67,0,False,None,False,False,False,False,False,True,Normal,0
L000258,U094,2026-07-04 18:02:00,18,Saturday,Brazil,Rio de Janeiro,Laptop,Firefox,119.80.177.233,0,False,None,False,False,False,False,False,False,Normal,0
L000259,U054,2026-07-28 15:50:00,15,Tuesday,United States,San Francisco,Mobile,Safari,35.72.64.216,0,True,None,False,True,False,False,True,True,Suspicious IP Login,1
L000260,U023,2026-07-20 14:51:00,14,Monday,India,Delhi,Laptop,Chrome,94.158.227.210,0,False,None,False,False,False,False,False,True,Normal,0
L000261,U023,2026-07-06 08:27:00,8,Monday,India,Mumbai,Desktop,Edge,18.124.255.128,1,False,None,False,False,False,False,False,True,Normal,0
L000262,U089,2026-07-10 22:38:00,22,Friday,Brazil,Rio de Janeiro,Mobile,Firefox,220.107.191.48,1,False,None,False,False,False,False,False,True,Normal,0
L000263,U016,2026-07-12 18:56:00,18,Sunday,Germany,Berlin,Mobile,Chrome,85.154.34.155,3,True,SMS,False,False,False,False,False,True,Normal,0
L000264,U049,2026-07-04 03:25:00,3,Saturday,India,Mumbai,Laptop,Firefox,63.183.10.212,2,False,None,False,False,True,False,False,True,Normal,0
L000265,U073,2026-07-19 05:05:00,5,Sunday,Canada,Vancouver,Laptop,Chrome,69.193.150.160,1,True,Email Code,False,False,False,False,False,True,Normal,0
L000266,U056,2026-07-19 10:45:00,10,Sunday,India,Mumbai,Desktop,Firefox,33.129.82.6,0,False,None,True,False,False,False,True,True,Suspicious IP Login,1
L000267,U004,2026-07-24 19:38:00,19,Friday,United Kingdom,Manchester,Tablet,Firefox,78.122.8.160,0,False,None,False,False,False,False,False,True,Normal,0
L000268,U024,2026-07-28 13:55:00,13,Tuesday,India,Mumbai,Desktop,Safari,125.220.6.199,5,True,SMS,False,True,False,False,False,True,Brute Force,1
L000269,U092,2026-07-02 08:10:00,8,Thursday,Brazil,São Paulo,Desktop,Chrome,204.103.24.217,0,True,Authenticator App,False,False,False,False,False,True,Normal,0
L000270,U061,2026-07-29 23:52:00,23,Wednesday,India,Delhi,Laptop,Edge,58.236.82.96,1,True,SMS,False,False,False,False,False,False,Normal,0
L000271,U006,2026-07-16 11:59:00,11,Thursday,United Kingdom,London,Desktop,Firefox,181.160.4.233,0,False,None,True,False,False,False,False,False,New Device Login,1
L000272,U055,2026-07-25 17:49:00,17,Saturday,United States,New York,Tablet,Firefox,137.188.160.192,0,False,None,False,True,False,False,False,True,Normal,0
L000273,U017,2026-07-22 11:05:00,11,Wednesday,India,Delhi,Desktop,Safari,74.159.220.211,0,False,None,True,False,False,False,False,True,New Device Login,1
L000274,U037,2026-07-27 13:54:00,13,Monday,United Kingdom,Manchester,Desktop,Safari,143.112.61.227,1,True,Email Code,False,False,False,False,False,True,Normal,0
L000275,U033,2026-07-14 14:32:00,14,Tuesday,India,Bangalore,Laptop,Safari,219.97.71.171,1,True,None,False,False,False,False,True,True,Suspicious IP Login,1
L000276,U091,2026-07-09 09:09:00,9,Thursday,Germany,Berlin,Desktop,Firefox,195.130.246.88,0,False,None,False,True,False,False,False,True,Normal,0
L000277,U095,2026-07-11 00:32:00,0,Saturday,India,Bangalore,Laptop,Firefox,34.186.48.245,0,True,Authenticator App,True,False,True,False,False,True,Normal,0
L000278,U026,2026-07-05 07:47:00,7,Sunday,Germany,Munich,Desktop,Safari,161.183.64.93,0,True,None,False,False,False,False,False,True,Normal,0
L000279,U049,2026-07-27 19:45:00,19,Monday,Germany,Munich,Mobile,Edge,166.236.208.96,1,True,Authenticator App,False,False,False,False,True,True,Suspicious IP Login,1
L000280,U052,2026-07-20 09:51:00,9,Monday,United States,Chicago,Mobile,Chrome,199.141.191.251,0,True,Authenticator App,False,False,False,False,False,True,Normal,0
L000281,U026,2026-07-01 01:13:00,1,Wednesday,Brazil,São Paulo,Mobile,Firefox,107.100.189.254,7,True,Email Code,False,True,True,False,False,True,Brute Force,1
L000282,U012,2026-07-23 14:25:00,14,Thursday,United Kingdom,Manchester,Laptop,Safari,93.113.188.137,1,True,Email Code,False,False,False,False,False,True,Normal,0
L000283,U016,2026-07-12 21:22:00,21,Sunday,Brazil,Rio de Janeiro,Laptop,Safari,39.146.186.119,2,True,None,True,False,False,False,False,False,Normal,0
L000284,U056,2026-07-20 14:51:00,14,Monday,India,Delhi,Mobile,Chrome,21.192.19.252,3,False,None,False,False,False,False,False,True,Normal,0
L000285,U011,2026-07-28 01:05:00,1,Tuesday,United Kingdom,London,Mobile,Edge,110.27.149.21,0,False,None,False,False,True,False,False,True,Normal,0
L000286,U005,2026-07-19 14:30:00,14,Sunday,United Kingdom,Manchester,Tablet,Firefox,93.108.204.75,5,False,None,True,False,False,False,False,True,Brute Force,1
L000287,U079,2026-07-26 17:01:00,17,Sunday,Germany,Berlin,Mobile,Chrome,168.194.157.149,1,True,Email Code,False,False,False,False,False,False,Normal,0
L000288,U056,2026-07-18 21:27:00,21,Saturday,Brazil,São Paulo,Laptop,Chrome,50.137.127.126,0,True,SMS,True,True,False,False,False,True,Normal,0
L000289,U080,2026-07-12 10:14:00,10,Sunday,Canada,Vancouver,Desktop,Chrome,101.184.10.107,2,True,Email Code,False,False,False,False,False,True,Normal,0
L000290,U058,2026-07-24 04:48:00,4,Friday,United Kingdom,Manchester,Mobile,Edge,166.4.116.95,2,False,None,False,False,True,False,False,True,Normal,0
L000291,U097,2026-07-23 21:05:00,21,Thursday,Brazil,Rio de Janeiro,Tablet,Edge,188.94.188.200,4,False,None,False,False,False,False,False,True,Normal,0
L000292,U033,2026-07-28 14:41:00,14,Tuesday,United Kingdom,Manchester,Laptop,Safari,36.168.33.67,0,False,None,False,False,False,False,False,True,Normal,0
L000293,U059,2026-07-28 20:14:00,20,Tuesday,India,Delhi,Laptop,Edge,170.161.8.94,0,True,Authenticator App,False,False,False,False,False,True,Normal,0
L000294,U035,2026-07-19 16:39:00,16,Sunday,United States,Chicago,Desktop,Edge,10.92.209.86,0,False,None,False,True,False,False,False,True,Normal,0
L000295,U012,2026-07-12 16:43:00,16,Sunday,United Kingdom,Manchester,Mobile,Firefox,146.227.115.20,1,True,SMS,True,False,False,True,False,True,Impossible Travel,1
L000296,U038,2026-07-06 15:19:00,15,Monday,United Kingdom,Manchester,Tablet,Chrome,32.188.127.21,0,False,None,True,False,False,False,False,True,New Device Login,1
L000297,U081,2026-07-22 12:35:00,12,Wednesday,Germany,Berlin,Desktop,Chrome,166.217.177.85,0,False,None,False,False,False,False,False,False,Normal,0
L000298,U066,2026-07-28 22:31:00,22,Tuesday,United Kingdom,London,Laptop,Edge,118.62.130.169,1,False,None,False,False,False,False,False,True,Normal,0
L000299,U019,2026-07-11 00:58:00,0,Saturday,Brazil,Rio de Janeiro,Laptop,Edge,117.105.131.3,1,False,None,False,False,True,False,True,True,Suspicious IP Login,1
L000300,U024,2026-07-10 19:10:00,19,Friday,United Kingdom,Manchester,Desktop,Safari,216.106.185.7,1,True,Email Code,True,False,False,False,False,True,Normal,0
L000301,U069,2026-07-28 10:45:00,10,Tuesday,Germany,Munich,Desktop,Safari,205.253.52.125,0,True,Authenticator App,False,False,False,False,False,True,Normal,0
L000302,U007,2026-07-06 03:38:00,3,Monday,Canada,Toronto,Laptop,Edge,67.84.154.11,0,False,None,False,False,True,False,False,True,Normal,0
L000303,U031,2026-07-06 11:27:00,11,Monday,Canada,Toronto,Mobile,Edge,86.144.218.35,0,False,None,False,True,False,False,False,True,Normal,0
L000304,U066,2026-07-17 14:23:00,14,Friday,India,Bangalore,Tablet,Firefox,173.52.37.219,2,True,Authenticator App,False,False,False,False,True,True,Suspicious IP Login,1
L000305,U064,2026-07-13 07:04:00,7,Monday,United States,Edison,Laptop,Safari,154.163.6.232,0,False,None,False,False,False,False,False,True,Normal,0
L000306,U029,2026-07-30 17:36:00,17,Thursday,India,Bangalore,Mobile,Firefox,162.250.244.169,3,False,None,False,False,False,False,False,True,Normal,0
L000307,U046,2026-07-10 10:16:00,10,Friday,United States,Chicago,Desktop,Safari,209.151.67.90,0,False,None,False,False,False,False,False,True,Normal,0
L000308,U052,2026-07-24 11:10:00,11,Friday,India,Bangalore,Tablet,Safari,14.156.238.125,0,True,SMS,False,False,False,False,True,True,Suspicious IP Login,1
L000309,U066,2026-07-05 03:17:00,3,Sunday,India,Mumbai,Tablet,Firefox,140.32.21.167,0,False,None,False,False,True,False,True,True,Suspicious IP Login,1
L000310,U094,2026-07-28 04:57:00,4,Tuesday,Canada,Vancouver,Desktop,Safari,35.76.78.224,1,False,None,False,False,True,False,False,True,Normal,0
L000311,U031,2026-07-30 04:21:00,4,Thursday,Brazil,São Paulo,Desktop,Chrome,111.80.174.240,2,True,Authenticator App,True,False,True,False,False,True,Normal,0
L000312,U051,2026-07-29 12:13:00,12,Wednesday,Canada,Vancouver,Laptop,Safari,16.153.117.88,4,False,None,True,False,False,False,False,True,New Device Login,1
L000313,U046,2026-07-17 12:26:00,12,Friday,United States,San Francisco,Mobile,Firefox,49.70.244.223,1,False,None,False,False,False,False,False,False,Normal,0
L000314,U025,2026-07-27 13:55:00,13,Monday,Germany,Munich,Laptop,Edge,155.197.85.201,7,False,None,False,True,False,False,False,True,Brute Force,1
L000315,U019,2026-07-13 00:31:00,0,Monday,United Kingdom,Manchester,Mobile,Chrome,97.5.85.86,1,True,Authenticator App,False,True,True,False,False,True,Normal,0
L000316,U020,2026-07-08 20:50:00,20,Wednesday,United States,Edison,Desktop,Edge,156.168.210.111,0,True,Authenticator App,False,False,False,False,False,True,Normal,0
L000317,U054,2026-07-04 20:57:00,20,Saturday,Brazil,São Paulo,Desktop,Chrome,85.235.90.221,0,True,None,False,False,False,False,False,True,Normal,0
L000318,U003,2026-07-02 17:43:00,17,Thursday,Canada,Vancouver,Mobile,Safari,118.66.194.222,0,True,SMS,False,False,False,False,False,True,Normal,0
L000319,U001,2026-07-19 00:48:00,0,Sunday,United Kingdom,Manchester,Tablet,Chrome,119.105.29.23,0,False,None,False,False,True,False,False,True,Normal,0
L000320,U006,2026-07-13 06:46:00,6,Monday,United States,New York,Desktop,Safari,108.191.244.94,2,False,None,True,False,False,False,False,True,New Device Login,1
L000321,U071,2026-07-11 22:29:00,22,Saturday,India,Bangalore,Laptop,Chrome,179.149.52.247,4,True,Email Code,False,False,False,False,False,True,Normal,0
L000322,U006,2026-07-26 18:57:00,18,Sunday,United States,Edison,Mobile,Safari,99.26.94.254,5,False,None,True,False,False,False,False,True,Brute Force,1
L000323,U061,2026-07-30 21:07:00,21,Thursday,United Kingdom,London,Desktop,Edge,216.101.117.222,0,True,SMS,False,False,False,False,False,True,Normal,0
L000324,U038,2026-07-29 12:39:00,12,Wednesday,Brazil,São Paulo,Tablet,Safari,42.26.35.76,0,True,Authenticator App,False,False,False,False,False,True,Normal,0
L000325,U082,2026-07-24 03:20:00,3,Friday,Germany,Munich,Mobile,Edge,24.129.188.222,0,False,None,False,False,True,False,False,True,Normal,0
L000326,U010,2026-07-29 12:15:00,12,Wednesday,Canada,Toronto,Desktop,Firefox,153.233.109.128,0,False,None,False,False,False,False,False,True,Normal,0
L000327,U031,2026-07-06 16:15:00,16,Monday,Brazil,São Paulo,Desktop,Edge,182.240.174.199,0,False,None,False,False,False,False,False,True,Normal,0
L000328,U021,2026-07-13 06:57:00,6,Monday,Germany,Munich,Tablet,Chrome,74.183.146.144,7,False,None,False,True,False,False,False,True,Brute Force,1
L000329,U040,2026-07-02 22:02:00,22,Thursday,United Kingdom,London,Mobile,Firefox,189.205.129.233,0,True,SMS,False,True,False,False,False,True,Normal,0
L000330,U056,2026-07-28 06:12:00,6,Tuesday,United Kingdom,London,Tablet,Edge,178.254.107.226,0,True,Email Code,False,True,False,False,False,True,Normal,0
L000331,U064,2026-07-14 05:12:00,5,Tuesday,India,Mumbai,Tablet,Chrome,162.216.215.46,0,True,None,False,False,False,False,False,True,Normal,0
L000332,U088,2026-07-03 11:16:00,11,Friday,India,Bangalore,Tablet,Safari,93.4.226.237,1,False,None,False,False,False,False,False,True,Normal,0
L000333,U007,2026-07-26 14:41:00,14,Sunday,India,Mumbai,Tablet,Chrome,129.39.92.182,0,False,None,False,True,False,False,False,True,Normal,0
L000334,U047,2026-07-07 20:12:00,20,Tuesday,India,Delhi,Mobile,Safari,39.164.42.163,0,True,SMS,False,False,False,False,False,True,Normal,0
L000335,U043,2026-07-25 13:25:00,13,Saturday,Germany,Munich,Desktop,Firefox,63.75.60.54,0,True,None,False,False,False,False,True,False,Suspicious IP Login,1
L000336,U095,2026-07-23 02:21:00,2,Thursday,Brazil,São Paulo,Tablet,Edge,81.66.31.200,0,False,None,False,False,True,False,False,True,Normal,0
L000337,U007,2026-07-31 00:58:00,0,Friday,Brazil,São Paulo,Tablet,Edge,69.232.203.125,0,False,None,False,False,True,False,False,False,Normal,0
L000338,U018,2026-07-04 23:36:00,23,Saturday,India,Bangalore,Desktop,Firefox,35.127.155.26,2,True,SMS,False,False,False,False,False,True,Normal,0
L000339,U076,2026-07-23 04:45:00,4,Thursday,Canada,Toronto,Tablet,Firefox,206.15.185.125,0,True,Email Code,False,False,True,True,False,True,Impossible Travel,1
L000340,U006,2026-07-22 17:59:00,17,Wednesday,United Kingdom,Manchester,Laptop,Edge,186.76.223.122,2,True,SMS,False,False,False,False,False,False,Normal,0
L000341,U074,2026-07-20 07:28:00,7,Monday,Germany,Berlin,Laptop,Chrome,51.254.175.108,1,False,None,False,False,False,False,False,True,Normal,0
L000342,U021,2026-07-29 20:44:00,20,Wednesday,Germany,Munich,Mobile,Firefox,92.177.35.125,0,False,None,False,False,False,False,False,True,Normal,0
L000343,U027,2026-07-09 03:00:00,3,Thursday,Canada,Toronto,Desktop,Chrome,117.98.140.62,0,False,None,True,False,True,True,False,True,Impossible Travel,1
L000344,U092,2026-07-17 06:38:00,6,Friday,Germany,Berlin,Desktop,Firefox,206.172.113.229,0,True,Email Code,False,False,False,False,False,False,Normal,0
L000345,U082,2026-07-10 01:55:00,1,Friday,United States,Chicago,Mobile,Chrome,203.86.123.197,2,True,Email Code,False,True,True,False,False,True,Normal,0
