login_id,user_id,timestamp,login_hour,day_of_week,country,city,usual_country,usual_city,device_type,browser,ip_address,failed_attempts,mfa_used,mfa_type,mfa_failed_attempts,new_device,foreign_login,unusual_hour,impossible_travel,suspicious_ip,login_success,attack_type,is_suspicious
L002622,U0100,2026-07-24 03:08:00,3,Friday,India,Mumbai,India,Mumbai,Laptop,Safari,208.142.28.147,0,False,None,0,False,False,True,False,False,True,Unusual Hour Login,1
L002623,U0071,2026-07-21 20:36:00,20,Tuesday,United States,Chicago,United States,Chicago,Laptop,Safari,34.20.174.221,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002624,U0069,2026-07-20 18:45:00,18,Monday,India,Mumbai,India,Mumbai,Mobile,Safari,38.237.212.218,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002625,U0038,2026-07-30 17:02:00,17,Thursday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,167.26.118.12,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002626,U0104,2026-07-01 13:08:00,13,Wednesday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,26.0.248.204,0,True,Authenticator App,0,False,False,False,False,False,False,Normal,0
L002627,U0183,2026-07-15 09:40:00,9,Wednesday,Canada,Toronto,Canada,Toronto,Laptop,Safari,129.44.179.42,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002628,U0116,2026-07-04 20:52:00,20,Saturday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,200.89.61.128,0,True,SMS,0,False,False,False,False,False,False,Normal,0
L002629,U0162,2026-07-16 18:42:00,18,Thursday,United States,Edison,United States,Edison,Laptop,Firefox,14.206.108.39,0,True,SMS,0,False,False,False,False,False,False,Normal,0
L002630,U0063,2026-07-07 19:17:00,19,Tuesday,United States,New York,United States,New York,Laptop,Safari,172.108.212.201,1,True,Email Code,0,False,False,False,False,True,True,Suspicious IP Login,1
L002631,U0032,2026-07-27 12:40:00,12,Monday,United States,Edison,United States,Edison,Laptop,Safari,215.125.102.26,2,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002632,U0168,2026-07-28 14:58:00,14,Tuesday,United States,Chicago,United States,Chicago,Laptop,Safari,97.44.126.114,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002633,U0058,2026-07-15 11:43:00,11,Wednesday,India,Bangalore,India,Bangalore,Laptop,Chrome,47.19.42.127,1,True,SMS,0,False,False,False,False,False,True,Normal,0
L002634,U0243,2026-07-07 17:32:00,17,Tuesday,Brazil,São Paulo,Brazil,São Paulo,Mobile,Firefox,127.211.7.113,6,True,Email Code,0,True,False,False,False,False,False,Brute Force,1
L002635,U0188,2026-07-22 17:59:00,17,Wednesday,Brazil,São Paulo,United States,San Francisco,Laptop,Chrome,220.65.213.148,3,True,Email Code,0,False,True,False,False,False,True,Foreign Login,1
L002636,U0167,2026-07-22 10:02:00,10,Wednesday,United States,San Francisco,United States,San Francisco,Desktop,Chrome,55.248.61.196,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002637,U0203,2026-07-25 19:08:00,19,Saturday,Canada,Vancouver,Canada,Vancouver,Laptop,Chrome,96.106.184.72,2,True,SMS,6,False,False,False,False,False,False,MFA Fatigue,1
L002638,U0235,2026-07-27 07:40:00,7,Monday,United States,Chicago,United States,Chicago,Desktop,Chrome,16.236.198.115,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002639,U0035,2026-07-15 15:04:00,15,Wednesday,India,Bangalore,India,Bangalore,Laptop,Edge,173.81.6.57,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002640,U0185,2026-07-27 11:49:00,11,Monday,United States,Chicago,United States,Chicago,Desktop,Chrome,82.48.9.132,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002641,U0021,2026-07-31 14:36:00,14,Friday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,177.172.159.73,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002642,U0071,2026-07-13 15:02:00,15,Monday,United States,Chicago,United States,Chicago,Laptop,Safari,48.190.198.21,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002643,U0111,2026-07-16 14:55:00,14,Thursday,United States,Chicago,United States,Chicago,Laptop,Chrome,14.250.28.160,1,True,SMS,0,False,False,False,False,False,True,Normal,0
L002644,U0122,2026-07-26 13:31:00,13,Sunday,United States,San Francisco,United States,San Francisco,Laptop,Firefox,176.145.70.239,0,False,None,0,False,False,False,False,False,True,Normal,0
L002645,U0117,2026-07-06 06:22:00,6,Monday,Germany,Munich,Germany,Munich,Mobile,Chrome,145.230.146.251,0,False,None,0,False,False,False,False,False,True,Normal,0
L002646,U0221,2026-07-31 16:04:00,16,Friday,United Kingdom,Manchester,United States,Boston,Laptop,Chrome,38.139.70.119,2,True,SMS,0,False,True,False,False,False,False,Foreign Login,1
L002647,U0190,2026-07-07 19:37:00,19,Tuesday,United States,New York,United States,New York,Laptop,Chrome,193.174.55.134,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002648,U0221,2026-07-10 14:18:00,14,Friday,United States,Boston,United States,Boston,Laptop,Chrome,65.199.28.1,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002649,U0186,2026-07-04 11:55:00,11,Saturday,United Kingdom,London,United States,Boston,Laptop,Chrome,26.87.219.90,2,True,Authenticator App,0,False,True,False,False,False,False,Foreign Login,1
L002650,U0155,2026-07-15 15:54:00,15,Wednesday,United States,Chicago,United States,Chicago,Tablet,Edge,69.223.129.82,0,True,Email Code,0,False,False,False,False,False,False,Normal,0
L002651,U0040,2026-07-10 09:53:00,9,Friday,Canada,Vancouver,Canada,Vancouver,Desktop,Chrome,181.56.182.241,8,False,None,0,False,False,False,False,False,False,Brute Force,1
L002652,U0121,2026-07-06 11:29:00,11,Monday,United States,San Francisco,United States,San Francisco,Laptop,Safari,82.235.213.32,0,False,None,0,False,False,False,False,False,True,Normal,0
L002653,U0109,2026-07-03 11:31:00,11,Friday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,47.75.67.81,0,True,Email Code,0,False,False,False,False,False,False,Normal,0
L002654,U0008,2026-07-12 05:50:00,5,Sunday,United States,Chicago,United States,Chicago,Mobile,Chrome,88.153.92.67,1,False,None,0,False,False,False,False,False,False,Normal,0
L002655,U0227,2026-07-20 10:50:00,10,Monday,United States,Edison,United States,Edison,Laptop,Safari,45.41.97.202,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002656,U0248,2026-07-09 15:35:00,15,Thursday,India,Bangalore,India,Bangalore,Laptop,Chrome,62.234.162.53,9,True,Email Code,0,False,False,False,False,False,False,Brute Force,1
L002657,U0033,2026-07-16 09:06:00,9,Thursday,United States,Chicago,United States,Chicago,Laptop,Chrome,149.148.28.191,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002658,U0095,2026-07-02 08:14:00,8,Thursday,Germany,Berlin,United Kingdom,Manchester,Mobile,Chrome,57.14.150.131,4,True,SMS,0,False,True,False,True,False,True,Impossible Travel,1
L002659,U0056,2026-07-31 03:15:00,3,Friday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,125.194.86.111,0,False,None,0,False,False,True,False,False,False,Unusual Hour Login,1
L002660,U0241,2026-07-04 07:38:00,7,Saturday,Canada,Vancouver,Canada,Vancouver,Laptop,Chrome,134.17.242.168,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002661,U0032,2026-07-25 07:07:00,7,Saturday,United States,Edison,United States,Edison,Laptop,Safari,172.175.160.171,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002662,U0178,2026-07-29 20:40:00,20,Wednesday,United Kingdom,Manchester,United Kingdom,Manchester,Mobile,Safari,146.49.209.176,2,True,SMS,0,False,False,False,False,False,True,Normal,0
L002663,U0182,2026-07-14 14:18:00,14,Tuesday,Canada,Toronto,Canada,Toronto,Laptop,Chrome,105.163.150.40,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002664,U0077,2026-07-07 11:11:00,11,Tuesday,Germany,Berlin,Germany,Berlin,Desktop,Chrome,126.152.25.32,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002665,U0049,2026-07-21 07:48:00,7,Tuesday,United States,Boston,United States,Boston,Laptop,Chrome,167.209.41.177,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002666,U0126,2026-07-18 08:38:00,8,Saturday,Germany,Berlin,United States,Boston,Laptop,Chrome,96.91.82.120,5,False,None,0,False,True,False,True,False,False,Impossible Travel,1
L002667,U0200,2026-07-03 07:57:00,7,Friday,United States,New York,United States,New York,Mobile,Chrome,102.246.244.142,3,True,Email Code,0,False,False,False,False,True,False,Suspicious IP Login,1
L002668,U0054,2026-07-07 16:27:00,16,Tuesday,United States,Chicago,United States,Chicago,Laptop,Safari,209.169.222.130,8,True,Email Code,0,False,False,False,False,False,True,Brute Force,1
L002669,U0134,2026-07-16 16:11:00,16,Thursday,United States,Boston,United States,Boston,Laptop,Safari,220.41.72.150,0,True,Email Code,0,False,False,False,False,False,False,Normal,0
L002670,U0071,2026-07-10 14:39:00,14,Friday,United States,Chicago,United States,Chicago,Laptop,Safari,193.214.181.154,0,True,Authenticator App,0,False,False,False,False,False,False,Normal,0
L002671,U0058,2026-07-06 23:33:00,23,Monday,India,Bangalore,India,Bangalore,Laptop,Chrome,139.159.93.79,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002672,U0114,2026-07-02 18:08:00,18,Thursday,United States,San Francisco,United States,San Francisco,Desktop,Chrome,13.151.116.136,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002673,U0038,2026-07-02 13:54:00,13,Thursday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,166.126.67.58,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002674,U0084,2026-07-27 07:50:00,7,Monday,United Kingdom,London,United Kingdom,London,Desktop,Edge,118.108.100.223,2,False,None,0,False,False,False,False,False,True,Normal,0
L002675,U0196,2026-07-19 08:31:00,8,Sunday,United States,Chicago,United States,Chicago,Laptop,Chrome,194.18.185.211,8,True,SMS,0,True,False,False,False,False,False,Brute Force,1
L002676,U0073,2026-07-06 08:09:00,8,Monday,United States,San Francisco,United States,San Francisco,Laptop,Safari,110.24.235.232,1,False,None,0,False,False,False,False,False,True,Normal,0
L002677,U0199,2026-07-07 10:10:00,10,Tuesday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Laptop,Chrome,151.15.28.208,0,True,Email Code,0,False,False,False,False,False,False,Normal,0
L002678,U0168,2026-07-30 18:33:00,18,Thursday,United States,Chicago,United States,Chicago,Laptop,Safari,52.108.14.31,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002679,U0167,2026-07-04 09:44:00,9,Saturday,United States,San Francisco,United States,San Francisco,Desktop,Chrome,83.167.27.164,2,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002680,U0238,2026-07-19 20:50:00,20,Sunday,United States,Chicago,United States,Chicago,Desktop,Safari,78.188.145.30,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002681,U0035,2026-07-21 18:28:00,18,Tuesday,India,Bangalore,India,Bangalore,Laptop,Edge,118.110.102.130,1,True,SMS,0,False,False,False,False,False,True,Normal,0
L002682,U0151,2026-07-25 13:06:00,13,Saturday,United States,Chicago,United States,Chicago,Mobile,Chrome,216.57.116.100,0,False,None,0,False,False,False,False,False,True,Normal,0
L002683,U0141,2026-07-17 09:56:00,9,Friday,United States,Edison,United States,Edison,Mobile,Safari,16.212.38.242,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002684,U0091,2026-07-05 07:17:00,7,Sunday,United States,Boston,United States,Boston,Laptop,Chrome,46.161.144.136,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002685,U0152,2026-07-23 16:27:00,16,Thursday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,118.244.203.100,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002686,U0100,2026-07-11 05:05:00,5,Saturday,India,Mumbai,India,Mumbai,Laptop,Safari,10.243.156.99,0,False,None,0,False,False,False,False,False,True,Normal,0
L002687,U0230,2026-07-21 17:27:00,17,Tuesday,United States,Edison,United States,Edison,Laptop,Chrome,19.175.88.187,0,False,None,0,False,False,False,False,False,True,Normal,0
L002688,U0026,2026-07-25 09:30:00,9,Saturday,United States,Chicago,United States,Chicago,Laptop,Safari,63.172.167.225,0,False,None,0,False,False,False,False,False,True,Normal,0
L002689,U0170,2026-07-07 13:04:00,13,Tuesday,United States,Chicago,United States,Chicago,Desktop,Safari,91.186.224.218,0,False,None,0,False,False,False,False,False,True,Normal,0
L002690,U0236,2026-07-02 17:08:00,17,Thursday,United States,Edison,United States,Edison,Laptop,Chrome,21.111.65.3,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002691,U0234,2026-07-23 15:09:00,15,Thursday,United States,Chicago,United States,Chicago,Laptop,Chrome,127.224.32.238,0,False,None,0,False,False,False,False,False,True,Normal,0
L002692,U0097,2026-07-18 10:27:00,10,Saturday,United States,Edison,United States,Edison,Mobile,Chrome,163.99.64.22,0,False,None,0,False,False,False,False,False,True,Normal,0
L002693,U0123,2026-07-09 14:26:00,14,Thursday,India,Delhi,India,Delhi,Laptop,Chrome,113.18.50.13,1,True,SMS,0,False,False,False,False,False,False,Normal,0
L002694,U0084,2026-07-28 08:55:00,8,Tuesday,United Kingdom,London,United Kingdom,London,Desktop,Edge,100.204.235.199,1,False,None,0,False,False,False,False,False,True,Normal,0
L002695,U0162,2026-07-31 13:27:00,13,Friday,United States,Edison,United States,Edison,Laptop,Firefox,126.100.50.105,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002696,U0090,2026-07-13 16:35:00,16,Monday,United States,Boston,United States,Boston,Tablet,Safari,66.94.114.79,1,True,SMS,0,False,False,False,False,False,False,Normal,0
L002697,U0197,2026-07-06 14:27:00,14,Monday,Germany,Munich,Germany,Munich,Laptop,Chrome,68.95.206.14,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002698,U0233,2026-07-04 11:49:00,11,Saturday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,195.143.106.134,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002699,U0108,2026-07-08 12:06:00,12,Wednesday,United Kingdom,London,United Kingdom,London,Laptop,Safari,105.127.170.119,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002700,U0015,2026-07-26 11:23:00,11,Sunday,Canada,Vancouver,Canada,Vancouver,Mobile,Chrome,107.194.131.28,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002701,U0186,2026-07-27 09:51:00,9,Monday,United States,Boston,United States,Boston,Laptop,Chrome,206.192.189.56,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002702,U0146,2026-07-07 12:55:00,12,Tuesday,United States,Edison,United States,Edison,Laptop,Firefox,196.59.169.95,0,True,SMS,0,False,False,False,False,False,False,Normal,0
L002703,U0072,2026-07-25 09:27:00,9,Saturday,United States,New York,United States,New York,Laptop,Chrome,64.234.1.90,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002704,U0159,2026-07-09 18:49:00,18,Thursday,United States,New York,United States,New York,Desktop,Chrome,216.253.129.81,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002705,U0225,2026-07-20 17:20:00,17,Monday,India,Mumbai,India,Mumbai,Desktop,Chrome,201.180.172.44,0,False,None,0,False,False,False,False,False,True,Normal,0
L002706,U0172,2026-07-23 17:52:00,17,Thursday,United States,Boston,United States,Boston,Mobile,Chrome,114.127.244.51,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002707,U0141,2026-07-02 10:04:00,10,Thursday,United States,Edison,United States,Edison,Mobile,Safari,210.188.78.212,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002708,U0197,2026-07-11 11:38:00,11,Saturday,Germany,Munich,Germany,Munich,Laptop,Chrome,67.93.124.73,0,True,Email Code,0,False,False,False,False,False,False,Normal,0
L002709,U0124,2026-07-02 07:21:00,7,Thursday,United States,San Francisco,United States,San Francisco,Desktop,Safari,25.134.197.18,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002710,U0054,2026-07-27 20:29:00,20,Monday,United States,Chicago,United States,Chicago,Laptop,Safari,17.62.67.226,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002711,U0019,2026-07-28 07:15:00,7,Tuesday,United States,New York,United States,New York,Desktop,Safari,74.12.251.56,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002712,U0116,2026-07-19 07:56:00,7,Sunday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,68.132.167.187,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002713,U0089,2026-07-12 09:48:00,9,Sunday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,100.156.213.5,1,True,Email Code,0,False,False,False,False,True,False,Suspicious IP Login,1
L002714,U0184,2026-07-13 20:00:00,20,Monday,Germany,Munich,Germany,Munich,Mobile,Chrome,183.172.61.186,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002715,U0008,2026-07-09 18:57:00,18,Thursday,United States,Chicago,United States,Chicago,Mobile,Chrome,104.80.173.187,1,False,None,0,False,False,False,False,False,True,Normal,0
L002716,U0119,2026-07-03 09:24:00,9,Friday,United States,Boston,United States,Boston,Tablet,Edge,43.222.212.241,1,False,None,0,False,False,False,False,False,True,Normal,0
L002717,U0100,2026-07-23 14:21:00,14,Thursday,India,Mumbai,India,Mumbai,Laptop,Safari,37.110.202.30,0,False,None,0,False,False,False,False,False,True,Normal,0
L002718,U0143,2026-07-28 15:45:00,15,Tuesday,United States,Edison,United States,Edison,Laptop,Chrome,150.41.170.151,1,True,SMS,0,False,False,False,False,False,True,Normal,0
L002719,U0195,2026-07-21 23:38:00,23,Tuesday,Brazil,São Paulo,United States,San Francisco,Desktop,Chrome,156.250.194.212,0,True,SMS,0,False,True,False,False,False,False,Foreign Login,1
L002720,U0045,2026-07-12 08:11:00,8,Sunday,United States,Edison,United States,Edison,Laptop,Chrome,61.245.206.169,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002721,U0117,2026-07-29 09:42:00,9,Wednesday,Germany,Munich,Germany,Munich,Mobile,Chrome,170.71.141.19,0,False,None,0,False,False,False,False,False,True,Normal,0
L002722,U0146,2026-07-11 03:27:00,3,Saturday,United States,Edison,United States,Edison,Laptop,Firefox,155.234.109.7,0,True,SMS,0,False,False,True,False,False,False,Unusual Hour Login,1
L002723,U0205,2026-07-27 13:24:00,13,Monday,Canada,Toronto,Canada,Toronto,Laptop,Chrome,52.63.54.20,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002724,U0219,2026-07-21 07:27:00,7,Tuesday,United States,Edison,United States,Edison,Laptop,Chrome,155.172.130.14,1,True,SMS,0,False,False,False,False,False,True,Normal,0
L002725,U0149,2026-07-06 12:00:00,12,Monday,Canada,Vancouver,United States,San Francisco,Mobile,Safari,121.107.141.112,2,True,SMS,0,False,True,False,True,False,True,Impossible Travel,1
L002726,U0135,2026-07-24 15:09:00,15,Friday,United States,Chicago,United States,Chicago,Laptop,Edge,207.15.189.192,0,False,None,0,False,False,False,False,False,True,Normal,0
L002727,U0119,2026-07-06 18:18:00,18,Monday,United States,Boston,United States,Boston,Tablet,Edge,177.133.143.105,1,False,None,0,False,False,False,False,False,True,Normal,0
L002728,U0145,2026-07-20 10:29:00,10,Monday,Brazil,São Paulo,Brazil,São Paulo,Mobile,Chrome,99.252.175.24,0,True,Email Code,0,False,False,False,False,False,False,Normal,0
L002729,U0032,2026-07-03 08:35:00,8,Friday,United States,Edison,United States,Edison,Laptop,Safari,141.17.206.49,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002730,U0038,2026-07-30 17:02:00,17,Thursday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,106.165.196.166,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002731,U0126,2026-07-23 10:36:00,10,Thursday,United States,Boston,United States,Boston,Laptop,Chrome,108.93.114.140,0,False,None,0,False,False,False,False,False,True,Normal,0
L002732,U0100,2026-07-22 08:18:00,8,Wednesday,India,Mumbai,India,Mumbai,Laptop,Safari,131.187.227.150,1,False,None,0,False,False,False,False,False,True,Normal,0
L002733,U0069,2026-07-22 01:47:00,1,Wednesday,Canada,Toronto,India,Mumbai,Mobile,Safari,50.99.174.18,3,True,Email Code,0,False,True,True,False,False,False,Foreign Login,1
L002734,U0227,2026-07-18 17:49:00,17,Saturday,United States,Edison,United States,Edison,Laptop,Safari,138.222.240.41,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002735,U0052,2026-07-15 13:31:00,13,Wednesday,United States,New York,United States,New York,Desktop,Safari,18.3.84.81,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002736,U0125,2026-07-26 16:29:00,16,Sunday,United States,New York,United States,New York,Desktop,Chrome,190.25.110.152,0,False,None,0,False,False,False,False,False,True,Normal,0
L002737,U0076,2026-07-18 17:00:00,17,Saturday,United States,New York,United States,New York,Laptop,Chrome,215.170.184.181,1,False,None,0,False,False,False,False,False,True,Normal,0
L002738,U0184,2026-07-16 07:48:00,7,Thursday,Germany,Munich,Germany,Munich,Mobile,Chrome,163.109.213.8,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002739,U0046,2026-07-05 13:25:00,13,Sunday,Brazil,São Paulo,Brazil,São Paulo,Desktop,Firefox,205.111.247.157,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002740,U0222,2026-07-28 21:04:00,21,Tuesday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,85.37.102.252,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002741,U0223,2026-07-23 11:08:00,11,Thursday,United States,San Francisco,United States,San Francisco,Tablet,Edge,187.33.135.194,0,False,None,0,False,False,False,False,False,True,Normal,0
L002742,U0180,2026-07-26 07:29:00,7,Sunday,Germany,Berlin,India,Bangalore,Desktop,Chrome,109.254.205.229,1,True,Authenticator App,0,False,True,False,True,False,True,Impossible Travel,1
L002743,U0078,2026-07-09 07:31:00,7,Thursday,United States,New York,United States,New York,Laptop,Chrome,217.91.151.76,1,True,SMS,0,False,False,False,False,False,True,Normal,0
L002744,U0051,2026-07-17 18:11:00,18,Friday,United States,Edison,United States,Edison,Laptop,Firefox,89.21.142.202,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002745,U0066,2026-07-12 13:50:00,13,Sunday,United States,San Francisco,United States,San Francisco,Desktop,Safari,66.17.218.151,1,True,SMS,0,True,False,False,False,False,True,New Device Login,1
L002746,U0213,2026-07-08 07:08:00,7,Wednesday,United States,Chicago,United States,Chicago,Laptop,Chrome,210.7.91.105,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002747,U0151,2026-07-01 15:56:00,15,Wednesday,United States,Chicago,United States,Chicago,Mobile,Chrome,159.236.217.34,0,False,None,0,False,False,False,False,False,False,Normal,0
L002748,U0121,2026-07-02 11:46:00,11,Thursday,United States,San Francisco,United States,San Francisco,Laptop,Safari,172.108.212.201,3,True,Email Code,0,False,False,False,False,True,False,Credential Stuffing,1
L002749,U0071,2026-07-19 13:45:00,13,Sunday,United States,Chicago,United States,Chicago,Laptop,Safari,196.60.213.245,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002750,U0017,2026-07-21 08:33:00,8,Tuesday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,149.54.125.65,0,False,None,0,False,False,False,False,False,True,Normal,0
L002751,U0204,2026-07-01 20:44:00,20,Wednesday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Desktop,Safari,72.104.196.125,1,False,None,0,False,False,False,False,False,False,Normal,0
L002752,U0157,2026-07-02 18:13:00,18,Thursday,United States,Boston,United States,Boston,Laptop,Chrome,123.20.51.249,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002753,U0211,2026-07-11 15:12:00,15,Saturday,United States,Edison,United States,Edison,Laptop,Chrome,180.165.142.207,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002754,U0196,2026-07-26 22:54:00,22,Sunday,United States,Chicago,United States,Chicago,Laptop,Chrome,59.185.135.45,2,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002755,U0051,2026-07-07 21:45:00,21,Tuesday,United States,Edison,United States,Edison,Laptop,Firefox,188.90.12.121,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002756,U0120,2026-07-31 09:15:00,9,Friday,Canada,Toronto,Canada,Toronto,Desktop,Firefox,61.118.155.165,6,False,None,0,True,False,False,False,False,True,Brute Force,1
L002757,U0167,2026-07-06 10:21:00,10,Monday,United States,San Francisco,United States,San Francisco,Desktop,Chrome,95.34.227.10,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002758,U0089,2026-07-26 21:38:00,21,Sunday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,218.59.227.234,0,True,SMS,0,False,False,False,False,False,False,Normal,0
L002759,U0057,2026-07-28 08:57:00,8,Tuesday,United States,Edison,United States,Edison,Laptop,Chrome,77.46.97.139,0,False,None,0,False,False,False,False,False,True,Normal,0
L002760,U0056,2026-07-22 11:37:00,11,Wednesday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,164.149.93.117,1,False,None,0,False,False,False,False,False,True,Normal,0
L002761,U0115,2026-07-10 07:54:00,7,Friday,United States,New York,United States,New York,Desktop,Safari,68.137.93.29,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002762,U0159,2026-07-31 07:17:00,7,Friday,United States,New York,United States,New York,Desktop,Chrome,22.131.203.158,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002763,U0003,2026-07-26 09:28:00,9,Sunday,Canada,Toronto,Canada,Toronto,Desktop,Chrome,24.111.8.90,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002764,U0096,2026-07-16 12:37:00,12,Thursday,Brazil,Rio de Janeiro,Canada,Toronto,Laptop,Chrome,122.112.98.69,0,True,SMS,0,False,True,False,False,False,True,Foreign Login,1
L002765,U0244,2026-07-31 16:46:00,16,Friday,United States,Edison,United States,Edison,Desktop,Chrome,166.125.253.205,0,True,SMS,0,False,False,False,False,False,True,Normal,0
L002766,U0190,2026-07-17 12:31:00,12,Friday,United States,New York,United States,New York,Laptop,Chrome,100.156.213.5,5,False,None,0,False,False,False,False,True,False,Credential Stuffing,1
L002767,U0247,2026-07-01 07:18:00,7,Wednesday,United States,Boston,United States,Boston,Laptop,Chrome,121.244.96.96,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002768,U0171,2026-07-10 13:22:00,13,Friday,United States,Chicago,United States,Chicago,Laptop,Safari,140.57.187.76,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0
L002769,U0225,2026-07-12 11:49:00,11,Sunday,India,Mumbai,India,Mumbai,Desktop,Chrome,154.58.39.124,4,False,None,0,False,False,False,False,True,False,Credential Stuffing,1
L002770,U0227,2026-07-11 13:48:00,13,Saturday,United States,Edison,United States,Edison,Laptop,Safari,32.210.113.147,7,False,None,0,False,False,False,False,False,True,Brute Force,1
L002771,U0184,2026-07-19 13:17:00,13,Sunday,Germany,Munich,Germany,Munich,Mobile,Chrome,124.164.238.50,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002772,U0103,2026-07-06 09:44:00,9,Monday,United States,Chicago,United States,Chicago,Laptop,Chrome,64.180.29.115,0,True,Email Code,0,False,False,False,False,False,True,Normal,0
L002773,U0191,2026-07-16 08:17:00,8,Thursday,Brazil,São Paulo,Brazil,São Paulo,Mobile,Chrome,149.64.159.34,1,True,Email Code,0,False,False,False,False,False,True,Normal,0
